market_name,status,genres,lengths,response_time
Sixpenny,Permanently Closed,"['General', 'Literary']",['Flash'],No Data
Sixth Finch,Open,['General'],['Poetry'],51 days
Skeleton Beetle - Fiction,Permanently Closed,"['Literary', 'General']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Skeleton Beetle - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],No Data
Skelos - Fiction,Does Not Qualify,[],[],No Data
Skelos - Poetry,Does Not Qualify,[],['Poetry'],No Data
Skeptics Must Die,Permanently Closed,"['Horror', 'Humor']",['Short Story'],No Data
Skewed Lit,Permanently Closed,"['General', 'Fantasy']","['Flash', 'Short Story']",No Data
Skidrow Penthouse,Does Not Qualify,[],[],No Data
Skipping Stones,Permanently Closed,"['General', 'Humor']",['Flash'],No Data
Skullgate Media,Does Not Qualify,[],[],71 days
Sky Castles,Permanently Closed,"['General', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Literary']","['Flash', 'Short Story']",No Data
Sky Island Journal - Fiction,Open,"['General', 'Literary']",['Flash'],7 days
Sky Island Journal - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Sky Pony Press,Open,"['General', 'Young Adult', 'Middle Grade']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Skylight 47 Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Skywatcher Press,Open,"['Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction']",['Novel'],103 days
SLAB - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",No Data
SLAB - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Slackjaw,Open,"['General', 'Humor']",['Flash'],5 days
Slagdrop presents America… You’re Welcome!,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Slake: Los Angeles,Permanently Closed,[],[],No Data
Slant,Open,['General'],['Poetry'],132 days
Slashertorte: An Anthology of Cake Horror,Permanently Closed,['Horror'],"['Flash', 'Short Story']",23 days
Slate.com Future Tense,Does Not Qualify,[],[],No Data
Slaughter is the Best Medicine: An Heroic Anthology,Permanently Closed,"['General', 'Fantasy', 'Humor']","['Short Story', 'Novelette']",No Data
Sleazemag,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Sledgehammer Lit - Fiction,Open,['General'],['Flash'],7 days
Sledgehammer Lit - Poetry,Open,['General'],['Poetry'],5 days
Sleepers Publishing,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Sleepwalk Anthology,Permanently Closed,['Horror'],[],163 days
Sleet Magazine - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",64 days
Sleet Magazine - Poetry,Open,['General'],['Poetry'],No Data
Slice Magazine - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",109 days
Slice Magazine - Poetry,Temporarily Closed,['General'],['Poetry'],24 days
Slice of Paradise,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
Sliced Up Press,Does Not Qualify,[],[],6 days
Slink Chunk Press,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Slippage Lit - Fiction,Open,"['General', 'Horror', 'Science Fiction', 'Humor', 'Literary']","['Flash', 'Short Story']",No Data
Slippage Lit - Poetry,Open,"['General', 'Horror', 'Science Fiction', 'Humor', 'Literary']",['Poetry'],No Data
Slippery Elm - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",142 days
Slippery Elm - Poetry,Temporarily Closed,['General'],['Poetry'],58 days
Slipstream,Open,['General'],['Poetry'],55 days
Slipstream Annual Chapbook Contest,Open,['General'],['Poetry'],No Data
Sliver of Stone,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Slouching Beast Journal - Fiction,Open,['General'],['Flash'],10 days
Slouching Beast Journal - Poetry,Open,['General'],['Poetry'],106 days
SLUSH  PILE  MAGAZINE - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
SLUSH  PILE  MAGAZINE - Poetry,Open,['General'],['Poetry'],No Data
Small Beer Press,Open,"['Fantasy', 'Science Fiction']",['Novel'],No Data
small leaf press - Fiction,Does Not Qualify,[],[],No Data
small leaf press - Poetry,Does Not Qualify,[],['Poetry'],No Data
Small Loves: A Queer Microfiction Anthology - Fiction,Permanently Closed,"['General', 'Fantasy', 'Science Fiction', 'Literary']","['Flash', 'Short Story']",No Data
Small Loves: A Queer Microfiction Anthology - Poetry,Permanently Closed,"['General', 'Fantasy', 'Science Fiction', 'Literary']",['Poetry'],No Data
Small Orange,Open,['General'],['Poetry'],85 days
Small Po[r]tions,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Small Print Magazine - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",No Data
Small Print Magazine - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Small Town Futures,Permanently Closed,"['General', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Smart Rhino Publications,Does Not Qualify,[],[],No Data
Smartish Pace,Permanently Closed,['General'],['Poetry'],10 days
Smash Cake Magazine,Permanently Closed,[],[],No Data
SmashBear Publishing,Open,"['Fantasy', 'Horror', 'Romance', 'Science Fiction']",['Novel'],No Data
SmashBear Publishing Flash Fiction Competition (Local Retellings of Myth and Folklore),Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Flash'],No Data
Smashed Cake Review,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Smashed Cat Magazine,Does Not Qualify,[],[],No Data
smoke and mold,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Smoke In the Stars - Fiction,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",18 days
Smoke In the Stars - Poetry,Permanently Closed,"['Fantasy', 'Science Fiction']",['Poetry'],No Data
SmokeLong Quarterly,Open,['General'],['Flash'],4 days
Smoking Pen Press,Does Not Qualify,[],[],No Data
Smoky Blue Literary and Arts Magazine - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Smoky Blue Literary and Arts Magazine - Poetry,Open,['General'],['Poetry'],No Data
SN1,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
SNAFU,Permanently Closed,['Horror'],['Short Story'],No Data
SNAFU - Resurrection ,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
SNAFU II,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
SNAFU Judgment Day,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
SNAFU: Future Warfare,Permanently Closed,"['Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
SNAFU: Holy War,Permanently Closed,"['Fantasy', 'Horror']",[],99 days
SNAFU: Hunters,Permanently Closed,"['Action/Adventure', 'Fantasy', 'Horror']","['Short Story', 'Novelette']",No Data
SNAFU: Last Stand,Permanently Closed,"['Fantasy', 'Horror']","['Short Story', 'Novelette']",No Data
SNAFU: Unnatural Selection,Permanently Closed,['Horror'],"['Short Story', 'Novelette']",No Data
SNAFU: Wolves at the Door,Permanently Closed,"['Horror', 'Science Fiction']",['Short Story'],No Data
Snakeskin,Open,['General'],['Poetry'],No Data
Snapdragon,Temporarily Closed,['General'],['Poetry'],No Data
Snarl - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",90 days
Snarl - Poetry,Open,['General'],['Poetry'],No Data
Sniplits,Permanently Closed,[],[],No Data
SNM Horror Magazine,Permanently Closed,['Horror'],['Short Story'],No Data
Snow Capped Press Magazine - Fiction,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Suspense/Thriller']",['Short Story'],13 days
Snow Capped Press Magazine - Poetry,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Suspense/Thriller']",['Poetry'],15 days
Snow Leopard Publishing,Permanently Closed,['General'],['Novel'],No Data
Snowbooks,Open,"['Fantasy', 'Horror', 'Science Fiction']",['Novel'],No Data
Snowpocalypse: Tales of the End of the World,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
SNReview,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
So It Goes - Fiction,Temporarily Closed,"['General', 'Science Fiction']","['Flash', 'Short Story']",90 days
So It Goes - Poetry,Temporarily Closed,"['General', 'Science Fiction']",['Poetry'],No Data
So to Speak - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",41 days
So to Speak - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Sockhops and Seances,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Historical']","['Short Story', 'Novelette', 'Novella']",No Data
Socrates Cafe - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Socrates Cafe - Poetry,Open,['General'],['Poetry'],No Data
Soft Cartel - Fiction,Permanently Closed,"['General', 'Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Soft Cartel - Poetry,Permanently Closed,['General'],['Poetry'],No Data
Soft Punk - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",51 days
Soft Punk - Poetry,Open,['General'],['Poetry'],30 days
soft surface,Permanently Closed,['General'],['Poetry'],68 days
SOFTBLOW,Open,['General'],['Poetry'],0 days
Soho Press,Temporarily Closed,"['General', 'Mystery/Crime', 'Young Adult', 'Literary']",['Novel'],No Data
SOILED - Fiction,Temporarily Closed,"['General', 'Fantasy']",['Flash'],No Data
SOILED - Poetry,Temporarily Closed,"['General', 'Fantasy']",['Poetry'],No Data
Solar Empires,Open,['Science Fiction'],['Flash'],6 days
Solarcide,Permanently Closed,['General'],['Short Story'],No Data
Solarpunk Magazine - Fiction,Temporarily Closed,"['General', 'Science Fiction']","['Flash', 'Short Story']",No Data
Solarpunk Magazine - Poetry,Temporarily Closed,"['General', 'Science Fiction']",['Poetry'],No Data
Solarpunk Press,Permanently Closed,"['Science Fiction', 'Historical']",['Short Story'],No Data
Solarpunk Sunscapes: Optimistic Visions of the Future - Fiction,Open,"['General', 'Science Fiction']","['Flash', 'Short Story']",31 days
Solarpunk Sunscapes: Optimistic Visions of the Future - Poetry,Open,"['General', 'Science Fiction']",['Poetry'],No Data
Soles Series,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Literary', 'Alternate History']","['Short Story', 'Novelette', 'Novella']",No Data
Solidago - Fiction,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Solidago - Poetry,Permanently Closed,['General'],['Poetry'],No Data
Solidarity Science Fiction,Permanently Closed,[],[],No Data
Soliloquies - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Soliloquies - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Solstice Literary Magazine - Fiction,Open,"['Mystery/Crime', 'Science Fiction', 'Literary']","['Flash', 'Short Story']",No Data
Solstice Literary Magazine - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
Solstice Shorts - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Solstice Shorts - Poetry,Temporarily Closed,['General'],['Poetry'],50 days
Solstice Shorts Festival - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Solstice Shorts Festival - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Somebody Kill the Prince!,Permanently Closed,"['Action/Adventure', 'Fantasy', 'Romance']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Something Good to Eat,Temporarily Closed,"['Fantasy', 'Horror']","['Short Story', 'Novelette']",No Data
Something Or Other Publishing (SOOP),Does Not Qualify,[],[],No Data
Something Wicked,Permanently Closed,"['Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Something Wicked This Way Rides,Does Not Qualify,[],[],No Data
Somos en escrito - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Somos en escrito - Poetry,Open,['General'],['Poetry'],No Data
Son and Foe,Permanently Closed,[],[],No Data
Sonar 4 Ezine,Permanently Closed,[],[],No Data
Sonder Midwest - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Sonder Midwest - Poetry,Temporarily Closed,['General'],['Poetry'],81 days
Song of Eretz Poetry Award Contest,Permanently Closed,['General'],['Poetry'],No Data
Song of the Wilds,Permanently Closed,"['Erotica', 'Fantasy', 'Romance']","['Novelette', 'Novella']",No Data
Song Stories,Permanently Closed,[],[],No Data
Songs &amp; Stories Anthology,Permanently Closed,[],[],No Data
Songs Anthology (Wicked Ink),Permanently Closed,"['Fantasy', 'Science Fiction']",['Novelette'],No Data
Songs for the Raven,Permanently Closed,[],[],No Data
Songs of Eretz Poetry Review,Temporarily Closed,['General'],['Poetry'],5 days
Songs of the Great Cycle,Permanently Closed,['Fantasy'],"['Short Story', 'Novelette']",No Data
Sonic Boom - Fiction,Open,['General'],['Flash'],No Data
Sonic Boom - Poetry,Open,['General'],['Poetry'],No Data
SONOFAWITCH!,Permanently Closed,"['Fantasy', 'Humor']","['Flash', 'Short Story', 'Novelette']",No Data
Sonora Review - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",66 days
Sonora Review - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Sonorous Silence,Permanently Closed,"['General', 'Fantasy', 'Horror']","['Short Story', 'Novelette']",No Data
Sorcerous Signals,Permanently Closed,['Fantasy'],"['Flash', 'Short Story', 'Novelette']",No Data
Sorcery and the Far Frontier,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Sorry We're Booked,Does Not Qualify,[],[],No Data
"Sorry, We're Closed",Permanently Closed,"['General', 'Horror']",[],No Data
Soteira Press,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Humor']","['Novelette', 'Novella']",No Data
Sotto Voce,Permanently Closed,[],[],No Data
Soul Rocks,Does Not Qualify,[],[],No Data
Soundings East - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Soundings East - Poetry,Temporarily Closed,['General'],['Poetry'],49 days
Soundings Review,Permanently Closed,"['General', 'Fantasy', 'Mystery/Crime', 'Science Fiction', 'Young Adult', 'Children', 'Middle Grade']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Sounds of the Night,Permanently Closed,[],[],No Data
Sourcebooks,Does Not Qualify,[],[],No Data
Sourcebooks Casablanca,Open,"['Erotica', 'Fantasy', 'Romance', 'Suspense/Thriller', 'Historical']",['Novel'],No Data
South 85 Journal - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
South 85 Journal - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
South American Short Story Writing Contest,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
South Broadway Ghost Society - Fiction,Open,['General'],"['Flash', 'Short Story']",12 days
South Broadway Ghost Society - Poetry,Open,['General'],['Poetry'],No Data
South Dakota Review - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",No Data
South Dakota Review - Poetry,Open,"['General', 'Literary']",['Poetry'],No Data
South Florida Poetry Journal - Fiction,Temporarily Closed,['General'],['Flash'],23 days
South Florida Poetry Journal - Poetry,Temporarily Closed,['General'],['Poetry'],42 days
South of the Sun - Fiction,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",507 days
South of the Sun - Poetry,Permanently Closed,['Fantasy'],['Poetry'],No Data
Southchild Lit - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",23 days
Southchild Lit - Poetry,Temporarily Closed,['General'],['Poetry'],11 days
Southeast Missouri Cape University Press,Does Not Qualify,[],[],No Data
Southeast Missouri State University Press,Does Not Qualify,[],[],No Data
Southerly - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Southerly - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Southern California Review,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Southern Glossary,Does Not Qualify,[],[],No Data
Southern Humanities Review - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",44 days
Southern Humanities Review - Poetry,Open,['General'],['Poetry'],23 days
Southern Indiana Review - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",64 days
Southern Indiana Review - Poetry,Open,['General'],['Poetry'],No Data
Southern Pacific Review,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Southern Poetry Review,Open,['General'],['Poetry'],No Data
Southwest Review - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette']",36 days
Southwest Review - Poetry,Open,['General'],['Poetry'],82 days
Southwestern American Literature,Permanently Closed,['General'],"['Flash', 'Short Story']",No Data
Southword Journal - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",99 days
Southword Journal - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],148 days
Sou'wester - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Sou'wester - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Sowing Creek Press,Does Not Qualify,[],[],No Data
Space - Houston We Have A Problem anthology,Permanently Closed,"['Science Fiction', 'Alternate History']",['Short Story'],No Data
Space and Time - Fiction,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Literary']","['Flash', 'Short Story', 'Novelette']",19 days
Space and Time - Poetry,Temporarily Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Literary']",['Poetry'],53 days
Space Cowboy Books - Fiction,Open,['Science Fiction'],"['Flash', 'Short Story', 'Novelette', 'Novella']",8 days
Space Cowboy Books - Poetry,Open,['Science Fiction'],['Poetry'],No Data
Space Force: Building a Legacy,Permanently Closed,['Science Fiction'],['Short Story'],No Data
Space Opera Digest Anthology Series,Temporarily Closed,"['Action/Adventure', 'Fantasy', 'Science Fiction']",['Short Story'],No Data
Space Opera Libretti,Permanently Closed,"['Fantasy', 'Science Fiction']",['Short Story'],No Data
Space Squid,Open,"['Science Fiction', 'Humor', 'Literary']","['Flash', 'Short Story']",199 days
Space Treks,Open,['Science Fiction'],"['Short Story', 'Novelette']",No Data
Spaceports &amp; Spidersilk - Fiction,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",55 days
Spaceports &amp; Spidersilk - Poetry,Open,"['Fantasy', 'Science Fiction']",['Poetry'],63 days
Spacesuits and Sixguns,Permanently Closed,"['Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime', 'Science Fiction', 'Western']","['Flash', 'Short Story']",No Data
SpaceWesterns.com,Permanently Closed,[],[],No Data
Spadina Literary Review - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Spadina Literary Review - Poetry,Open,['General'],['Poetry'],No Data
Spank the Carp - Fiction,Open,"['General', 'Science Fiction']","['Flash', 'Short Story']",49 days
Spank the Carp - Poetry,Open,['General'],['Poetry'],60 days
Spank the Carp Poetry Challenge,Open,"['General', 'Science Fiction', 'Humor']",['Poetry'],No Data
Spark - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Spark - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Spark (formerly Splickety Love),Permanently Closed,"['Romance', 'Historical']",['Flash'],No Data
Spark Wheel Press,Permanently Closed,['General'],['Poetry'],No Data
Spark: A Creative Anthology,Permanently Closed,"['General', 'Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Suspense/Thriller', 'Western', 'Young Adult']","['Flash', 'Short Story', 'Novelette']",No Data
Spark: A Creative Anthology Contest Series,Permanently Closed,['General'],"['Flash', 'Short Story', 'Novelette']",No Data
Sparkle,Does Not Qualify,[],[],No Data
Sparks of Calliope,Open,['General'],['Poetry'],78 days
Sparks: Standout Fantasy Anthology,Permanently Closed,[],[],No Data
Spartan - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",9 days
Spartan - Poetry,Open,"['General', 'Literary']",['Poetry'],12 days
Speakeasies and Spiritualists,Permanently Closed,"['Action/Adventure', 'Fantasy', 'Horror', 'Mystery/Crime']","['Short Story', 'Novelette']",No Data
SpecFicNZ,Does Not Qualify,[],[],115 days
Speckled Trout Review,Open,"['General', 'Literary']",['Poetry'],No Data
SpeckLit,Permanently Closed,"['Fantasy', 'Science Fiction']",['Flash'],No Data
Spectacle,Does Not Qualify,[],[],No Data
Spectator &amp; Spooks,Permanently Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Specter Spectacular II: 13 Deathly Tales,Permanently Closed,['Horror'],"['Flash', 'Novelette', 'Novella']",No Data
Specter Spectacular III: 13 Uncanny Tales,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction', 'Historical']","['Flash', 'Short Story', 'Novelette']",No Data
Specter Spectacular: Ghostly Tales,Permanently Closed,[],[],No Data
Spectra Magazine,Permanently Closed,[],[],No Data
Spectral Realms,Open,"['General', 'Fantasy', 'Horror', 'Science Fiction']",['Poetry'],10 days
Spectrum - Fiction,Open,"['General', 'Literary']","['Flash', 'Short Story']",No Data
Spectrum - Poetry,Open,"['General', 'Literary']",['Poetry'],248 days
Spectrum Lit,Permanently Closed,"['General', 'Fantasy', 'Mystery/Crime', 'Romance', 'Science Fiction', 'Literary']","['Flash', 'Short Story']",No Data
Specul8 Publishing,Does Not Qualify,[],[],No Data
Speculate This - Fiction,Open,"['Fantasy', 'Horror', 'Science Fiction']","['Flash', 'Short Story']",No Data
Speculate This - Poetry,Open,"['Fantasy', 'Horror', 'Science Fiction']",['Poetry'],No Data
Speculate!,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],No Data
Speculative 66,Does Not Qualify,[],[],No Data
Speculative City - Fiction,Open,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",83 days
Speculative City - Poetry,Open,"['Fantasy', 'Science Fiction']",['Poetry'],78 days
Speculative Masculinities - Fiction,Permanently Closed,"['Fantasy', 'Science Fiction', 'Alternate History']",['Short Story'],No Data
Speculative Masculinities - Poetry,Permanently Closed,"['Fantasy', 'Science Fiction']",['Poetry'],No Data
Speculative North - Fiction,Temporarily Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",116 days
Speculative North - Poetry,Does Not Qualify,[],['Poetry'],60 days
Speculatively Queer,Does Not Qualify,[],[],33 days
Specutopia,Permanently Closed,[],[],No Data
Spelk ,Temporarily Closed,"['General', 'Literary']",['Flash'],No Data
Spellbinder - Fiction,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette']",No Data
Spellbinder - Poetry,Permanently Closed,"['General', 'Literary']",['Poetry'],32 days
Spellbound: Children’s Fantasy E-zine,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",No Data
Spelt Magazine,Open,['General'],['Poetry'],25 days
Spencer Hill Press,Temporarily Closed,"['Romance', 'Young Adult']",['Novel'],No Data
Sphere of Influence,Does Not Qualify,[],[],No Data
SPICE Briefs,Permanently Closed,[],[],No Data
Spider - Fiction,Open,"['General', 'Action/Adventure', 'Fantasy', 'Science Fiction', 'Historical', 'Humor']",['Flash'],158 days
Spider - Poetry,Open,"['General', 'Children']",['Poetry'],114 days
Spider Road Press,Does Not Qualify,[],[],No Data
Spilled Milk - Fiction,Temporarily Closed,['General'],"['Flash', 'Short Story']",No Data
Spilled Milk - Poetry,Temporarily Closed,['General'],['Poetry'],No Data
Spillway Magazine,Temporarily Closed,['General'],['Poetry'],100 days
Spillwords.com - Fiction,Open,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",110 days
Spillwords.com - Poetry,Open,['General'],['Poetry'],64 days
Spilt Infinitive,Permanently Closed,['General'],['Short Story'],No Data
Spin,Does Not Qualify,[],[],No Data
Spin (Finland),Does Not Qualify,[],[],No Data
Spindles,Permanently Closed,['Fantasy'],"['Flash', 'Short Story']",No Data
Spinetingler,Permanently Closed,"['Horror', 'Mystery/Crime', 'Suspense/Thriller']",['Short Story'],No Data
Spinetinglers,Does Not Qualify,[],[],No Data
Spinetinglers Short Story Competition,Does Not Qualify,[],[],No Data
Spinning Jenny,Does Not Qualify,[],['Poetry'],No Data
Spirit First Annual Meditation Poetry Contest,Does Not Qualify,[],['Poetry'],No Data
Spirit Machine,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']",['Short Story'],51 days
Spirits of St. Louis: Missouri Ghost Stories,Permanently Closed,[],[],No Data
Spirit's Tincture  - Fiction,Permanently Closed,"['Fantasy', 'Science Fiction']",['Flash'],No Data
Spirit's Tincture  - Poetry,Permanently Closed,"['Fantasy', 'Science Fiction']",['Poetry'],No Data
Spirit's Tincture Flash Fiction Contest,Permanently Closed,['Fantasy'],['Flash'],No Data
Spittoon Monthly - Fiction,Open,['General'],"['Flash', 'Short Story']",No Data
Spittoon Monthly - Poetry,Open,['General'],['Poetry'],No Data
SPLASH! - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",No Data
SPLASH! - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],No Data
Splatter Club,Permanently Closed,['Horror'],"['Flash', 'Short Story']",No Data
Splatter Ink Publishing ,Does Not Qualify,[],[],37 days
Splatterlands,Permanently Closed,[],[],No Data
Splickety Magazine,Permanently Closed,"['General', 'Action/Adventure', 'Mystery/Crime', 'Suspense/Thriller', 'Historical', 'Young Adult']",['Flash'],No Data
Splintered Lands,Permanently Closed,['Fantasy'],"['Short Story', 'Novelette']",No Data
Split Lip Magazine - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",20 days
Split Lip Magazine - Poetry,Temporarily Closed,"['General', 'Literary']",['Poetry'],40 days
Split Rock Review - Fiction,Temporarily Closed,"['General', 'Literary']","['Flash', 'Short Story']",14 days
Split Rock Review - Poetry,Temporarily Closed,['General'],['Poetry'],53 days
Splonk,Temporarily Closed,"['General', 'Fantasy', 'Science Fiction', 'Historical']",['Flash'],51 days
Spolia Magazine,Permanently Closed,"['General', 'Literary']","['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Sponge - Fiction,Temporarily Closed,"['Fantasy', 'Science Fiction']","['Flash', 'Short Story']",No Data
Sponge - Poetry,Temporarily Closed,"['Fantasy', 'Science Fiction']",['Poetry'],No Data
Spooky House Press,Does Not Qualify,[],[],No Data
Spooky Isles,Does Not Qualify,[],[],No Data
Spooky Isles Book of Horror’,Permanently Closed,[],[],No Data
Spooky Samhain 2018 Contest,Permanently Closed,"['Fantasy', 'Horror', 'Science Fiction']","['Short Story', 'Novelette']",No Data
Spooky Samhain Contest,Permanently Closed,"['General', 'Horror']","['Short Story', 'Novelette']",No Data
Spoon Knife Anthology Series - Fiction,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Literary']","['Flash', 'Short Story', 'Novelette']",No Data
Spoon Knife Anthology Series - Poetry,Permanently Closed,"['General', 'Fantasy', 'Horror', 'Science Fiction', 'Literary']",['Poetry'],360 days
Spoon River Poetry Review,Open,['General'],['Poetry'],No Data
Spork Press,Temporarily Closed,['General'],"['Flash', 'Short Story', 'Novelette', 'Novella']",No Data
Sporklet - Fiction,Does Not Qualify,[],[],No Data
Sporklet - Poetry,Does Not Qualify,[],['Poetry'],No Data
Sport Literate,Open,['General'],['Poetry'],No Data
Sporty Spec: Games of the Fantastic,Permanently Closed,[],[],No Data
Spring Horror Anthology,Permanently Closed,[],[],No Data
Spring Into SciFi Anthology Series,Temporarily Closed,['Science Fiction'],['Short Story'],77 days
Spring Song Press,Does Not Qualify,[],[],No Data
